#           x           U_x           U_y           U_z
     0.198899      0.339977   -0.00954352             0
     0.199262      0.339977   -0.00954352             0
     0.199625      0.224789   -0.00677884   4.01553e-21
     0.199987      0.300616   -0.00754046   -3.0376e-19
      0.20035      0.360671   -0.00836471  -4.83792e-19
     0.200713      0.360671   -0.00836471  -4.83792e-19
     0.201076      0.360671   -0.00836471  -4.83792e-19
     0.201439      0.328785   -0.00764185  -3.81499e-19
     0.201802      0.213379   -0.00493703   4.77863e-21
     0.202165      0.353827   -0.00565689   7.77952e-22
     0.202528      0.381138   -0.00579687             0
     0.202891      0.381138   -0.00579687             0
     0.203254      0.381138   -0.00579687             0
     0.203617      0.315129   -0.00423318  -1.80495e-20
      0.20398      0.248912   -0.00105326  -3.60281e-20
     0.204343      0.378882    0.00202607             0
     0.204706      0.378882    0.00202607             0
     0.205069      0.378882    0.00202607             0
